"","mean","se_mean","sd","2.5%","25%","50%","75%","97.5%","n_eff","Rhat","sample_mean"
"W_pred[3,1,1]",17.2187156579218,0.439046720170577,26.5088446561619,0.0255497993340291,1.50694908465741,6.5525574446645,21.795330542962,97.3708588318145,3645.52537848433,1.00101150646678,28.6940907283676
"W_pred[3,1,2]",20.0668272020173,0.234382412782319,13.4695951687852,2.98104316885997,10.1073341388476,17.0667434868687,27.029355227578,54.1510229117977,3302.62333333374,0.999822465717184,3.8730570596203
"W_pred[3,1,3]",28.546900862447,0.218731353386873,13.9257715068573,7.74091091088478,18.448847195801,26.3269151477325,36.3602528305429,61.9098448086599,4053.37187530477,0.999803071756766,24.0782402040094
"W_pred[3,1,4]",158.022799560675,0.37204333278869,23.8059097026925,114.413504314941,141.346882197223,157.098296823683,173.179320913356,208.969634752982,4094.32687048706,1.00015809978854,156.524916882907
"W_pred[3,2,1]",1.00896297874368,0.0258310089583147,1.56602835572876,0.00152734044355801,0.0876213360356734,0.38325177685534,1.26643723778384,5.56171070917175,3675.50064137688,1.00114672283547,0.848525087275034
"W_pred[3,2,2]",1.18033068811166,0.0143147916186144,0.817331456334877,0.166035402617098,0.583766024992408,0.99341083291724,1.57686472114353,3.20309818541708,3260.06580784262,0.999793894255919,0.682873871387717
"W_pred[3,2,3]",1.67894265319088,0.0134015795559796,0.854464273605574,0.445309107069749,1.07536573827122,1.53625079362142,2.13807486444712,3.77611551867664,4065.14312029224,0.999933998056939,2.64103396542281
"W_pred[3,2,4]",9.26733557339302,0.0278673624888674,1.76427028258833,6.15773337984721,8.04671089315674,9.10671601660044,10.3331324481978,13.1641365529512,4008.09959251936,0.999799677551104,6.43838244091206
"W_pred[3,3,1]",6.55916861386103,0.167056383849895,10.0983203800279,0.00984428020251737,0.576758669602047,2.49135248293699,8.25344828346957,36.5704160334966,3654.03024243453,1.00100308670772,7.87448147549996
"W_pred[3,3,2]",7.65931445380565,0.0912708045753674,5.13528209915638,1.12659249249498,3.83072563536804,6.49818423230995,10.3235219735915,20.7418275908415,3165.66426575474,0.99980980974739,8.56546499191261
"W_pred[3,3,3]",10.889386822061,0.0840452972499176,5.34667719534607,2.91180851830058,6.98016545763177,10.0228011142325,13.8251384438636,23.5881660625663,4047.07351881792,0.99978463447677,11.2389866618725
"W_pred[3,3,4]",60.2289031654254,0.144191045353672,9.26109718749385,43.3540728469993,53.7596308431081,59.8637684561296,66.1007299362774,80.2226950322697,4125.23128599544,1.00019600693094,64.5981076174258
"W_pred[3,4,1]",0.117200408248185,0.00312645628781529,0.189657662828361,0.000169533116125373,0.00942792475849636,0.04115301666433,0.142948697926314,0.634612498127522,3679.90042131169,1.00145311947832,0.000329870886241556
"W_pred[3,4,2]",0.138493985158724,0.00176652862866335,0.106177599098693,0.0168894517573794,0.0611528602403225,0.110969483244997,0.187483895541164,0.416772993118335,3612.63796369047,0.999679088393285,0.086565173807989
