2023,2022,2021,2020,NM_MUN,Average Maximum Temperature,Average Temperature,Average Precipitation,Average Rainfall,Municipalities
118,171,822,13,Itupeva,26.333333333333332,-1.0594558383035775,11.450000000000001,0.18782267242347708,273
1052,529,12,17,Ituverava,29.416666666666668,0.8362330325157422,11.958333333333334,1.313509683494775,274
223,98,6,11,Jaborandi,29.840277777777775,0.8447721715734872,11.27361111111111,0.12446850609056556,275
2712,555,257,1671,Jaboticabal,29.166666666666668,0.32388468905106016,11.275,-0.27866766514991104,276
1447,719,133,416,Jacareí,26.916666666666668,-0.9569861696106406,12.658333333333333,1.2065811678293377,277
136,278,135,23,Jaci,29.583333333333332,1.2461117072874852,10.591666666666667,-1.084744167858586,278
15,4,7,111,Jacupiranga,26.5,0.06771051731872131,13.183333333333335,3.7658153119976983,279
177,473,22,39,Jaguariúna,27.666666666666668,-0.5471074948388954,11.491666666666667,0.5920359624114996,280
134,2761,639,791,Jales,29.666666666666668,0.8874678668622096,10.783333333333333,-0.7815842003675676,281
6,4,9,9,Jambeiro,26.979166666666668,-0.9185600438507874,12.633333333333333,1.0511823085243481,282
86,27,7,31,Jandira,25.166666666666668,-1.3668648443823859,12.049999999999999,0.8857956208330277,283
398,124,20,145,Jardinópolis,29.75,0.5288240264369338,11.483333333333334,0.6695885122347848,284
128,120,7,10,Jarinu,25.583333333333332,-1.4180996787288531,11.733333333333334,0.8282187277824102,285
963,727,77,219,Jaú,28.333333333333332,0.06771051731872131,10.641666666666667,-0.5054501214513293,286
72,51,5,6,Jeriquara,28.10763888888889,0.020745252501125345,12.067881944444444,1.434758982508262,287
13,11,1,8,Joanópolis,25.25,-2.135387359579407,12.200000000000001,1.2453574427409804,288
260,98,4,113,João Ramalho,28.583333333333332,0.4605109139749767,10.51388888888889,-0.21639061756454345,289
53,2762,116,82,José Bonifácio,29.583333333333332,1.2461117072874852,10.591666666666667,-1.084744167858586,290
487,153,9,202,Júlio Mesquita,28.475046296296295,0.5315280871385529,10.547453703703704,-0.7344024824296258,291
23,2,16,1,Jumirim,28.055555555555557,-0.3080116012220464,10.725000000000001,-0.7784507640110708,292
1140,672,499,112,Jundiaí,26.083333333333332,-1.1106906726500447,11.658333333333333,0.6907392076411336,293
984,1442,389,425,Junqueirópolis,30.416666666666668,1.092407204248081,10.191666666666666,-0.9378643386478229,294
6,0,44,111,Juquiá,28.416666666666668,0.6312936951298685,12.375,2.1043106839655303,295
10,197,4,2,Juquitiba,24.666666666666668,-1.4693345130753206,12.416666666666666,1.6824718144722142,296
9,19,1,5,Lagoinha,26.833333333333332,-1.1106906726500447,12.914583333333333,0.9057712776056934,297
2713,69,227,118,Laranjal Paulista,28.25,-0.29093332310655656,10.700000000000001,-0.7510331958917283,298
205,112,29,71,Lavínia,30.055555555555554,1.1436420385945507,10.406944444444443,-1.1736554244741693,299
11,5,1,447,Lavrinhas,28.083333333333332,-0.5983423291853649,12.591666666666667,0.8070680323760574,300
72,87,58,336,Leme,27.833333333333332,-0.7008119978782996,11.016666666666666,0.1419961657097182,301
851,145,87,19,Lençóis Paulista,28.0,-0.1372288200671524,10.35,-0.25281681520881594,302
562,618,378,1647,Limeira,27.666666666666668,-0.5983423291853649,10.975,-0.006058702134731859,303
7,175,19,9,Lindóia,26.375,-1.3540561357957674,11.858333333333333,0.9601168144136749,304
4096,2028,519,1312,Lins,29.083333333333332,1.092407204248081,10.6,-1.0788689746901567,305
109,25,44,4982,Lorena,28.333333333333332,-0.4958726604924281,12.875,0.7917925301381398,306
11,125,21,145,Lourdes,29.583333333333332,1.194876872941018,10.275,-1.1035447859975627,307
208,125,25,36,Louveira,26.416666666666668,-1.008221003957108,11.450000000000001,0.5285838761924511,308
987,212,14,776,Lucélia,29.666666666666668,0.9387027012086769,10.416666666666666,-0.9167136432414701,309
1,51,12,2,Lucianópolis,28.405,0.3645309909659279,10.570444444444444,-0.43378059838736954,310
146,718,37,425,Luís Antônio,28.082638888888884,-0.5411300974984737,11.062569444444444,0.1911323645750246,311
28,391,8,176,Luiziânia,29.187916666666666,0.9681627309578954,10.342499999999998,-0.9419417227067108,312
112,34,73,1,Lupércio,27.583333333333332,0.016475682972251795,10.625,-0.6535049892957814,313
75,356,25,10,Lutécia,28.383333333333333,0.32388468905106016,10.454166666666667,-0.16915406449036452,314
84,76,62,9,Macatuba,28.5,0.016475682972251795,10.308333333333334,-0.15293853134549487,315
5,100,667,50,Macaubal,29.333333333333332,0.5800588607834012,10.479166666666668,-0.9008506216867059,316
122,80,96,23,Macedônia,29.604166666666668,0.8554460953956677,10.771874999999998,-0.6681929722168585,317
5,156,19,17,Magda,29.390625,0.6505067580097963,10.421354166666665,-0.7771778054912446,318
30,10,5,22,Mairinque,24.833333333333332,-1.776743519154129,11.625,0.0761940022232975,319
32,42,18,10,Mairiporã,24.916666666666668,-1.8279783535005985,12.166666666666666,1.0526511068164564,320
14,5,0,0,Manduri,27.277777777777775,-0.23400572938825928,10.558333333333332,-0.24759442128132197,321
61,294,11,37,Marabá Paulista,30.53888888888889,1.194876872941018,10.556666666666668,-0.37682255901715733,322
246,23,11,379,Maracaí,29.0,0.682528529476338,10.575000000000001,0.0738439249559234,323
303,51,50,22,Marapoama,29.45,1.147057694217649,10.570555555555554,-0.8827941946823991,324
564,145,2,235,Mariápolis,29.66666666666667,0.8575808801601013,10.40138888888889,-0.6122807172306256,325
3273,1057,2917,1601,Marília,27.833333333333332,0.06771051731872131,10.508333333333333,-0.4090969534890713,326
53,203,12,2,Marinópolis,30.083333333333332,1.194876872941018,11.158333333333333,-0.9026131796372395,327
430,1513,104,1173,Martinópolis,29.416666666666668,0.682528529476338,10.458333333333334,-0.3127437855268094,328
1111,2678,12,26,Matão,28.916666666666668,0.17018018601165597,11.0,-0.5136753918871326,329
86,88,62,37,Mauá,24.083333333333332,-1.8279783535005985,12.525,1.796450561939768,330
22,513,31,17,Mendonça,29.444444444444443,1.27172912446072,10.525,-1.042051097501324,331
44,131,313,235,Meridiano,29.4453125,0.6921350609163008,10.573177083333333,-0.7394296893840785,332
1,64,184,122,Mesópolis,29.645833333333332,0.868254803982284,10.776041666666666,-0.7715963719812367,333
99,10,0,15,Miguelópolis,30.25,1.4510510446733589,11.983333333333334,1.1889555883240481,334
98,68,23,18,Mineiros do Tietê,27.770833333333332,-0.29093332310655656,10.591666666666665,-0.43230396650437103,335
13,40,174,30,Miracatu,27.916666666666668,0.6312936951298685,12.4,2.0631843317865157,336
47,153,142,95,Mira Estrela,29.659722222222225,0.9237592078576271,10.798263888888888,-0.6392086859192666,337
3014,625,595,1225,Mirandópolis,30.083333333333332,1.092407204248081,10.508333333333333,-1.3632283240421943,338
1153,167,49,209,Mirante do Paranapanema,30.0,0.7849981981692727,10.375,-0.046010015680059496,339
163,1361,372,92,Mirassol,29.316666666666663,0.6159232448259268,10.656666666666666,-0.8237680873168988,340
23,29,144,22,Mirassolândia,29.24666666666667,0.5103794860722025,10.738000000000001,-0.6888501513970587,341
180,27,9,2657,Mococa,28.583333333333332,-0.18846365441361973,11.575000000000001,0.42165536052701363,342
65,100,99,48,Mogi das Cruzes,24.916666666666668,-1.776743519154129,12.533333333333333,1.7905753687713366,343
729,2408,97,1822,Mogi Guaçu,27.666666666666668,-0.5983423291853649,11.549999999999999,0.7330405984538334,344
135,238,73,2674,Mogi Mirim,27.666666666666668,-0.5983423291853649,11.516666666666666,0.7588914483949284,345
95,6,115,0,Mombuca,27.916666666666668,-0.39340299179949123,10.730555555555554,-0.6444963597708553,346
4,254,73,45,Monções,29.340277777777775,0.5885979998411461,10.389583333333333,-0.851498999071888,347
39,23,496,79,Mongaguá,27.75,1.194876872941018,12.475,2.5473002488651955,348
27,12,3,7,Monte Alegre do Sul,26.111111111111114,-1.4693345130753206,11.872222222222222,0.9374973207152177,349
648,1560,17,258,Monte Alto,28.75,0.17018018601165597,11.025,-0.5853527485419886,350
42,939,170,99,Monte Aprazível,29.333333333333332,0.5800588607834012,10.633333333333335,-0.9460896090836223,351
509,405,5,22,Monte Azul Paulista,29.75,0.682528529476338,10.858333333333334,-0.5242507395903101,352
225,458,6,284,Monte Castelo,30.5,1.1692594557677831,10.229166666666668,-1.0248171975405946,353
8,5,1,1,Monteiro Lobato,27.833333333333336,-0.6393301966625371,12.66,0.6780487903973231,354
225,72,289,247,Monte Mor,27.916666666666668,-0.39340299179949123,11.008333333333333,-0.26809231744673756,355
584,1373,11,69,Morro Agudo,29.916666666666668,0.7337633638228054,11.641666666666666,0.7577164097612434,356
60,7,6,11,Morungaba,26.56666666666667,-1.0799497720421636,11.628333333333334,0.7753419892665351,357
5,359,5,10,Motuca,28.915972222222223,0.17900396303799262,11.136180555555555,-0.1847494383563433,358
92,249,197,19,Murutinga do Sul,29.885416666666664,1.015554952728379,10.443750000000001,-1.3381118732471564,359
218,7,2,196,Nantes,29.0,0.6142154170143809,10.541666666666666,-0.2729230318296672,360
1073,78,26,145,Narandiba,29.47222222222222,0.691067668534083,10.418055555555554,-0.1357046313847655,361
20,10,5,19,Natividade da Serra,28.333333333333336,0.9387027012086769,12.7,1.1907181462745755,362
24,6,7,2,Nazaré Paulista,25.64761904761905,-1.535207871520782,12.23,1.1847925943075601,363
19,442,83,12,Neves Paulista,29.421666666666663,0.8434059093242456,10.633833333333333,-0.9587565255547603,364
152,626,132,619,Nhandeara,29.333333333333332,0.5800588607834012,10.325,-0.8556116342897916,365
35,335,34,32,Nipoã,29.446111111111108,0.8898588257983752,10.619611111111112,-0.9965301008323235,366
18,666,337,25,Nova Aliança,29.43555555555555,0.961246028321122,10.584666666666667,-0.9795938773254605,367
0,0,1,1,Nova Campina,24.55,-2.0090081015247856,11.288333333333332,0.1936978655919043,368
28,51,0,2,Nova Canaã Paulista,30.083333333333332,1.194876872941018,11.158333333333333,-0.9026131796372395,369
10,206,11,33,Nova Castilho,29.387152777777775,0.6462371884809227,10.40642361111111,-0.8400423723934527,370
569,605,30,60,Nova Europa,28.866666666666667,0.3238846890510623,10.725,-0.6325109657072558,371
25,1219,320,193,Nova Granada,29.166666666666668,0.47758919209046435,10.825000000000001,-0.42319741709330194,372
95,88,114,64,Nova Guataporanga,30.541666666666664,1.2076855815276342,10.247916666666669,-1.0682936269869814,373
164,684,349,40,Nova Independência,30.081597222222225,1.0582506480171014,10.390625000000002,-1.2333620750483458,374
25,101,3,253,Novais,29.451388888888886,0.8405026020446158,10.610763888888888,-0.7539218325328734,375
4,323,262,132,Nova Luzitânia,29.416232638888886,0.7588470848049301,10.358897569444444,-0.8982802246755189,376
456,451,422,379,Nova Odessa,27.833333333333332,-0.39340299179949123,11.116666666666667,-0.10476194736436589,377
141,2173,632,373,Novo Horizonte,29.416666666666668,1.2973465416339547,10.491666666666667,-0.9108384500730389,378
765,146,8,47,Nuporanga,28.5,0.016475682972251795,11.733333333333334,0.9750985569931753,379
723,8,12,13,Ocauçu,27.708333333333332,0.042093100145486555,10.566666666666666,-0.5313009713924264,380
13,1,0,1,Óleo,27.672222222222224,-0.019957977007459427,10.571666666666667,-0.21855791104445432,381
388,1708,88,58,Olímpia,30.0,1.0411723699016138,10.799999999999999,-0.525425778223995,382
109,323,45,118,Onda Verde,29.225,0.47246570865581566,10.76527777777778,-0.591188773755961,383
34,205,250,201,Oriente,28.166666666666668,0.23849329847361314,10.46111111111111,-0.37815426946866776,384
16,880,113,3,Orindiúva,29.305555555555557,0.5715197217256541,10.837345679012348,-0.43346812515070665,385
1860,588,6,63,Orlândia,28.916666666666668,0.11894535166518864,11.674999999999999,0.8904957753677738,386
1184,441,188,259,Osasco,25.166666666666668,-1.264395175689449,12.116666666666667,1.0832021112922956,387
199,182,124,8,Oscar Bressane,28.304166666666667,0.30253684140669895,10.447569444444444,-0.31816854721899,388
4036,878,9,982,Osvaldo Cruz,29.583333333333332,0.8362330325157422,10.466666666666667,-0.8368110161508149,389
1857,1705,84,1654,Ourinhos,29.0,0.6312936951298685,10.466666666666667,0.07501896358960845,390
166,49,311,146,Ouroeste,29.541666666666668,0.7721894895826564,10.739583333333332,-0.7216572300495762,391
1272,525,54,681,Ouro Verde,30.729166666666664,1.303750895927262,10.2546875,-0.8683901794311285,392
986,453,48,239,Pacaembu,30.333333333333332,1.092407204248081,10.225,-0.9120134887067279,393
33,1023,516,32,Palestina,29.457609126984128,0.741344899429072,10.842013668430338,-0.5534392432504386,394
576,284,20,765,Palmares Paulista,29.3125,0.7465720724094217,10.601388888888888,-0.7649378197236827,395
78,943,102,72,Palmeira d'Oeste,29.840277777777775,1.0411723699016138,10.849305555555555,-0.9409977750043178,396
938,36,36,1550,Palmital,28.5,0.27264985470459285,10.541666666666666,0.13024577937285772,397
2087,155,276,696,Panorama,31.333333333333332,1.6559903820592305,10.316666666666666,-1.0988446314628186,398
317,2354,189,584,Paraguaçu Paulista,28.583333333333332,0.47758919209046435,10.450000000000001,-0.04718505431374454,399
29,25,11,7,Paraibuna,27.432291666666668,-0.08919616286733639,12.633333333333333,1.1006073710537725,400
327,107,12,51,Paraíso,29.583333333333332,0.8362330325157422,10.549999999999999,-0.6558550665631554,401
5,1,55,1,Paranapanema,27.333333333333332,-0.44463782614596076,10.625,-0.36797060131005666,402
24,474,15,26,Paranapuã,29.666666666666668,0.8874678668622096,10.783333333333333,-0.7815842003675676,403
831,150,21,901,Parapuã,29.138888888888893,0.6552032844915552,10.412777777777778,-0.5266008168576801,404
3,3,0,0,Pardinho,26.148148148148152,-1.1230249846223417,10.67006172839506,-0.5919895408248416,405
8,4,12,358,Pariquera-Açu,26.583333333333332,0.2214150203581255,13.216666666666667,4.052524738617106,406
1,80,46,295,Parisi,29.625,0.9130852840354443,10.683333333333332,-0.5765399587893427,407
181,1908,2,9,Patrocínio Paulista,27.555555555555557,-0.6324988854163446,11.75,0.9821487887952896,408
1345,679,158,483,Paulicéia,30.625,1.3485813759804222,10.454166666666666,-1.2609999629115032,409
780,5299,170,169,Paulínia,27.75,-0.39340299179949123,11.308333333333332,0.18194747925504784,410
7,19,0,1,Paulistânia,28.270833333333336,0.26624550041128575,10.521875,-0.2833678196846552,411
197,343,52,42,Paulo de Faria,29.58772156084656,0.8871486657117154,10.984786449147562,-0.45710950352760354,412
743,56,25,59,Pederneiras,28.666666666666668,0.3751195233975297,10.383333333333335,-0.3597453308742533,413
10,2,2,1,Pedra Bela,26.208333333333336,-1.4437170959020857,12.008333333333333,1.006237080785855,414
16,84,242,61,Pedranópolis,29.60546875,0.8751928544667033,10.720008680555557,-0.6316933346579836,415
250,164,0,3,Pedregulho,27.083333333333332,-0.5983423291853649,12.141666666666666,1.559092757935172,416
63,318,32,146,Pedreira,27.0,-0.7520468322247691,11.575000000000001,0.7823922210686514,417
124,15,11,23,Pedrinhas Paulista,28.87037037037037,0.6256009357580408,10.561111111111112,0.11366467865306559,418
3,1,44,32,Pedro de Toledo,26.902777777777782,0.4519717749172318,12.597916666666668,2.740887863764985,419
41,3287,70,713,Penápolis,29.5,1.092407204248081,10.291666666666666,-1.0941444769280744,420
31,233,575,220,Pereira Barreto,29.833333333333332,1.2461117072874852,10.558333333333334,-1.3644033626758814,421
22,26,195,0,Pereiras,27.868055555555554,-0.31228117075091777,10.73611111111111,-0.7727714106149217,422
152,58,351,407,Peruíbe,27.25,0.9387027012086769,12.541666666666666,2.3181677152964033,423
172,778,5,388,Piacatu,29.58940972222222,0.9680559917196752,10.348819444444445,-0.966491217360998,424
9,7,5,5,Piedade,24.583333333333332,-1.9816828565400026,11.441666666666668,-0.041309861145315305,425
29,2,2,6,Pilar do Sul,25.333333333333332,-1.52056934742179,11.450000000000001,-0.01780908847159234,426
2505,373,1237,1977,Pindamonhangaba,28.166666666666668,-0.5471074948388954,12.775,0.5603099193019733,427
101,472,45,402,Pindorama,29.25,0.7849981981692727,10.549999999999999,-0.8285857457150115,428
5,27,10,6,Pinhalzinho,26.18402777777778,-1.450121450195395,11.974305555555555,0.9890521407681953,429
237,101,2,57,Piquerobi,30.509722222222223,1.1756638100610923,10.3084375,-0.5624492871737208,430
9,9,8,251,Piquete,27.583333333333332,-1.008221003957108,12.708333333333334,0.6108365805504784,431
8,33,6,5,Piracaia,25.5,-1.7255086848076615,12.200000000000001,1.1889555883240461,432
3142,1445,5356,1427,Piracicaba,28.166666666666668,-0.29093332310655656,10.816666666666668,-0.4278975716280481,433
138,21,4,9,Piraju,27.583333333333332,0.016475682972251795,10.616666666666667,-0.22344084936666175,434
1097,78,43,24,Pirajuí,28.666666666666668,0.5288240264369338,10.408333333333333,-0.8203604752792102,435
233,237,33,199,Pirangi,29.479166666666668,0.6953372380629543,10.776388888888889,-0.5980823337402559,436
22,20,4,10,Pirapora do Bom Jesus,25.583333333333332,-1.2131603413429817,11.808333333333332,0.40520481965540894,437
2601,470,49,730,Pirapozinho,29.5,0.682528529476338,10.424999999999999,-0.09536163829487751,438
548,84,23,798,Pirassununga,28.333333333333332,-0.6495771635318323,10.875,0.28065072448467987,439
355,97,14,8,Piratininga,28.399305555555557,0.32139410682588593,10.502719907407407,-0.43870139906554806,440
238,795,42,112,Pitangueiras,30.0,0.8874678668622096,11.35,0.2030981746613967,441
69,488,103,35,Planalto,29.486527777777777,0.9777265667025689,10.491361111111111,-1.0214174190937961,442
270,131,2,24,Platina,28.208333333333332,0.20433674224263565,10.509722222222221,-0.08077157525994351,443
71,50,30,23,Poá,24.916666666666668,-1.776743519154129,12.441666666666668,1.7083226644133094,444
5,463,24,8,Poloni,29.333333333333332,0.5800588607834012,10.556250000000002,-0.9234701153851631,445
251,142,90,488,Pompéia,28.583333333333332,0.47758919209046435,10.4,-0.4349478034301624,446
46,22,123,7,Pongaí,28.967592592592595,0.864696829374892,10.51574074074074,-0.8844980007012424,447
620,306,19,172,Pontal,30.166666666666668,0.8362330325157422,11.416666666666666,0.48040729221131806,448
10,269,8,212,Pontalinda,29.575,0.8311095490810957,10.62,-0.8774673528763535,449
9,106,25,50,Pontes Gestal,29.729021825396824,1.0350034518708964,10.893402733686068,-0.5188668213706343,450
14,222,23,94,Populina,29.604166666666668,0.829828678222433,10.761458333333334,-0.7516207152085729,451
3,9,76,0,Porangaba,27.583333333333332,-0.39340299179949123,10.783333333333333,-0.8203604752792102,452
3021,1475,449,44,Porto Feliz,27.75,-0.44463782614596076,10.833333333333334,-0.7639586208622758,453
57,94,235,119,Porto Ferreira,28.583333333333332,-0.23969848876008706,10.891666666666666,0.22424887006774555,454
2376,55,60,2307,Potim,27.944444444444443,-0.5812640510698751,12.908333333333333,0.7052313507899266,455
528,331,1551,99,Potirendaba,29.398531746031743,0.9486325000558284,10.591857142857142,-0.90082488274521,456
446,17,0,45,Pracinha,29.593750000000004,0.8415699944268314,10.42951388888889,-0.6796251189237629,457
1318,124,11,78,Pradópolis,29.333333333333332,0.426354357743997,11.216666666666667,0.07031880905486426,458
287,226,3274,400,Praia Grande,27.833333333333332,1.2461117072874852,12.508333333333333,2.75410704839395,459
12,0,2,0,Pratânia,26.770833333333336,-0.8032816665712365,10.535416666666666,-0.41614718529118766,460
93,3,4,3,Presidente Alves,28.245833333333334,0.30851423874712064,10.52,-0.6720705997080211,461
1769,176,78,431,Presidente Bernardes,30.0,0.8874678668622096,10.241666666666667,-0.34094471273527455,462
960,391,21,989,Presidente Epitácio,31.0,1.3998162103268894,10.825000000000001,-0.6429296415926059,463
36159,7607,2155,6426,Presidente Prudente,29.583333333333332,0.7337633638228054,10.375,-0.26691727881304855,464
512,913,60,523,Presidente Venceslau,30.5,1.1436420385945507,10.208333333333334,-0.47842423287654917,465
125,172,33,146,Promissão,29.25,1.2461117072874852,10.424999999999999,-1.1293956359386579,466
4,1,127,0,Quadra,27.469166666666666,-0.524848805695042,10.792185185185186,-0.7993246725392644,467
170,623,16,482,Quatá,28.583333333333332,0.3751195233975297,10.475,-0.2821927810509682,468
89,584,61,158,Queiroz,28.780361111111112,0.6764657407453376,10.350166666666665,-0.6492129648464696,469
36,71,12,102,Queluz,26.0,-1.5718041817682573,12.816666666666666,1.1349038111744838,470
196,513,69,53,Quintana,28.573148148148146,0.45481815460314456,10.390277777777778,-0.3478904966588413,471
29,50,104,2,Rafard,28.020833333333336,-0.3293594488664076,10.740972222222222,-0.6994294158956813,472
3360,276,53,2109,Rancharia,28.583333333333332,0.5288240264369338,10.616666666666667,-0.3197940173289237,473
9,4,4,1,Redenção da Serra,27.615625,-0.2941355002532079,12.641666666666666,0.9337518850703417,474
614,1043,105,473,Regente Feijó,29.25,0.682528529476338,10.433333333333334,-0.1658639563160444,475
260,89,5,0,Reginópolis,28.860590277777778,0.6912811470105257,10.449953703703704,-0.7206486552223291,476
69,6,9,603,Registro,28.083333333333332,0.6312936951298685,12.575000000000001,2.7388315461560326,477
35,79,8,1,Restinga,27.416666666666668,-0.6239597463585997,11.825,1.12609102142184,478
1,4,0,0,Ribeira,23.38619791666667,-2.4707353612627734,11.713398437499999,0.6799398681984122,479
35,582,3,3,Ribeirão Bonito,27.666666666666668,-0.3421681574530239,10.833333333333334,-0.2645672015456784,480
0,2,0,0,Ribeirão Branco,24.0,-2.289091862618811,11.299999999999999,0.13142081800654476,481
6,105,29,1,Ribeirão Corrente,27.860243055555557,-0.16177884485816713,12.036762152777778,1.3802482058924168,482
1411,37,4,78,Ribeirão do Sul,28.0,0.11894535166518864,10.516666666666666,-0.2742612702735901,483
222,26,24,10,Ribeirão dos Índios,30.5,1.194876872941018,10.241666666666667,-0.6100285598493945,484
0,3,0,1,Ribeirão Grande,25.08420138888889,-1.2918805295315645,11.970789930555556,1.2948192252277049,485
43,33,31,17,Ribeirão Pires,23.833333333333332,-1.8279783535005985,12.591666666666667,1.9527307002200192,486
12124,7460,354,17758,Ribeirão Preto,29.833333333333332,0.5288240264369338,11.383333333333333,0.38287908561537104,487
3,2,287,0,Riversul,26.694444444444446,-0.8715947790331958,10.950000000000001,-0.05188520884849074,488
27,16,10,6,Rifaina,28.291666666666664,0.14456276883842123,12.166666666666668,1.5232540796077463,489
206,491,22,35,Rincão,28.15185185185185,-0.3508021758336327,11.065138888888887,-0.02336223401449494,490
108,732,9,726,Rinópolis,29.293185763888893,0.7641573619064643,10.37095486111111,-0.7220574775841748,491
699,365,194,1178,Rio Claro,27.833333333333332,-0.6495771635318323,10.875,-0.028384436174767772,492
221,21,57,11,Rio das Pedras,27.333333333333332,-0.7008119978782996,10.791666666666666,-0.5442263963629739,493
27,15,15,2,Rio Grande da Serra,23.75,-1.776743519154129,12.591666666666667,2.0467337909149093,494
5,459,13,26,Riolândia,30.0,1.3485813759804222,11.275,-0.38442114218166135,495
2346,672,1328,876,Rosana,30.25,1.2461117072874852,10.924999999999999,0.023317263707422344,496
158,46,16,244,Roseira,27.705555555555556,-0.7076433091244942,12.844583333333333,0.709148146235548,497
91,116,145,111,Rubiácea,29.842592592592595,1.0240940917861217,10.403703703703703,-1.0682936269869794,498
5,99,93,17,Rubinéia,30.0,1.2461117072874852,10.963888888888889,-1.001708104411436,499
34,10,10,361,Sabino,29.211458333333336,1.170326848150001,10.510069444444444,-1.0473681473187548,500
521,21,3,339,Sagres,29.504050925925927,0.806950901496893,10.437604166666668,-0.691542785066113,501
85,44,18,34,Sales,29.364513888888887,1.261695636067872,10.502013888888888,-1.0083333639077006,502
319,54,2,16,Sales Oliveira,29.194444444444443,0.2982672718778276,11.594444444444443,0.7827839006132158,503
0,0,2,1,Salesópolis,26.823660714285715,-0.2255174185391907,12.523809523809524,1.2377721487038817,504
542,89,6,284,Salmourão,29.74351851851852,0.9557809793241645,10.419074074074075,-0.9719404590247194,505
58,97,59,21,Saltinho,27.916666666666668,-0.39340299179949123,10.775,-0.5822193121854917,506
1821,599,122,84,Salto,27.333333333333332,-0.44463782614596076,11.174999999999999,-0.3738457944784879,507
87,14,43,18,Salto de Pirapora,26.333333333333332,-1.008221003957108,11.191666666666668,-0.3985216057858939,508
1829,138,14,172,Salto Grande,28.388888888888886,0.3068064109355725,10.502777777777778,-0.11288929791403016,509
727,65,0,244,Sandovalina,29.75,0.7593807809960401,10.366666666666665,-0.14441950125127226,510
524,316,12,270,Santa Adélia,29.25,0.6312936951298685,10.566666666666666,-0.8332859002497577,511
29,648,83,47,Santa Albertina,29.666666666666668,0.8874678668622096,10.783333333333333,-0.7815842003675676,512
944,5974,653,1249,Santa Bárbara d'Oeste,28.0,-0.3421681574530239,10.975,-0.27279247198147977,513
63,12,9,5,Santa Branca,26.0,-1.3156300100359164,12.658333333333333,1.3205599152968914,514
0,167,39,66,Santa Clara d'Oeste,30.041666666666664,1.2204942901142506,11.06111111111111,-0.9521606420243377,515
3,8,1,8,Santa Cruz da Conceição,27.768749999999997,-0.8020007957125738,10.929375,0.1303339072703841,516
75,19,17,22,Santa Cruz da Esperança,28.11111111111111,-0.5300292167234056,11.405555555555557,0.45416476272566264,517
142,121,1,1063,Santa Cruz das Palmeiras,28.0,-0.6495771635318323,11.258333333333333,0.23129910186986186,518
2443,2136,18,47,Santa Cruz do Rio Pardo,28.416666666666668,0.426354357743997,10.591666666666667,-0.19994007669294078,519
856,141,4,133,Santa Ernestina,29.027777777777775,0.3295774484228901,11.066666666666665,-0.42489469511973876,520
139,1049,630,108,Santa Fé do Sul,30.083333333333332,1.194876872941018,11.158333333333333,-0.9026131796372395,521
47,336,40,97,Santa Gertrudes,27.75,-0.7008119978782996,10.875,-0.0037086248673617677,522
60,55,65,20,Santa Isabel,25.916666666666668,-1.3156300100359164,12.391666666666666,1.4897654785476924,523
34,719,2,10,Santa Lúcia,27.66296296296296,-0.613309542367134,10.987118055555555,-0.09469360707164982,524
239,13,6,10,Santa Maria da Serra,27.333333333333332,-0.6324988854163425,10.772222222222222,-0.47858090469437453,525
510,575,47,22,Santa Mercedes,30.7625,1.352423988556406,10.308020833333334,-1.0816596914451588,526
20,143,2,3,Santana da Ponte Pensa,29.840277777777775,1.0411723699016138,10.849305555555555,-0.9409977750043178,527
81,132,74,37,Santana de Parnaíba,25.416666666666668,-1.264395175689449,11.958333333333334,0.7201151734832878,528
2,225,128,7,Santa Rita d'Oeste,29.907986111111107,1.0860028499547718,10.963020833333331,-0.8943389492583647,529
42,800,36,524,Santa Rita do Passa Quatro,28.0,-0.7520468322247691,11.041666666666666,0.2207237541666884,530
183,486,11,513,Santa Rosa de Viterbo,28.416666666666668,-0.3421681574530239,11.241666666666667,0.2547998745435848,531
6,471,22,26,Santa Salete,29.840277777777775,1.0411723699016138,10.849305555555555,-0.9409977750043178,532
1203,149,15,536,Santo Anastácio,30.309722222222224,1.0475767241949208,10.344687500000001,-0.3872510268911222,533
283,155,112,42,Santo André,24.583333333333332,-1.5718041817682573,12.516666666666666,1.6953972394427617,534
55,34,0,9,Santo Antônio da Alegria,28.083333333333332,-0.5214900776656628,11.570833333333333,0.48373656834009904,535
58,242,11,27,Santo Antônio de Posse,27.416666666666668,-0.6495771635318323,11.549999999999999,0.8129432255444886,536
14,392,190,83,Santo Antônio do Aracanguá,29.59852430555555,0.9716139663270694,10.402628279320988,-1.049762288534889,537
4,4,0,4,Santo Antônio do Jardim,26.416666666666668,-1.4180996787288531,11.833333333333334,0.7212902121169729,538
4,2,3,2,Santo Antônio do Pinhal,25.75,-2.063658591494349,12.622777777777777,0.5584298574880753,539
107,231,3,100,Santo Expedito,29.965555555555557,0.8990810959807419,10.286111111111111,-0.4561611675636446,540
166,175,182,44,Santópolis do Aguapeí,29.18810416666667,0.8526922230495411,10.303541666666666,-0.8257850411316203,541
703,418,4431,380,Santos,27.833333333333332,1.2461117072874852,12.558333333333332,2.6930050394422715,542
4,0,7,0,São Bento do Sapucaí,23.5,-3.534098337237984,12.528055555555554,0.49768036012650224,543
91,221,291,104,São Bernardo do Campo,24.583333333333332,-1.52056934742179,12.525,1.7388736688891486,544
