2023,2022,2021,2020,NM_MUN,Average Maximum Temperature,Average Temperature,Average Precipitation,Average Rainfall,Municipalities
1017,456,111,115,Guaíra,30.25,1.3998162103268894,11.733333333333333,0.6707635508684698,198
241,616,437,174,Guapiaçu,29.083333333333332,0.3751195233975297,10.766666666666666,-0.6746556847021322,199
51,1,3,0,Guapiara,24.375,-1.9944915651266188,11.335416666666665,0.14963391682867902,200
23,8,2,12,Guará,29.916666666666668,0.9387027012086769,11.9,1.2723833313157604,201
88,1493,30,67,Guaraçaí,30.020833333333332,1.092407204248081,10.429166666666667,-1.2683439543720427,202
29,162,92,10,Guaraci,29.75,0.8874678668622096,10.92685185185185,-0.3669261225245571,203
27,46,139,134,Guarani d'Oeste,29.541666666666668,0.7721894895826564,10.739583333333332,-0.7216572300495762,204
47,23,547,55,Guarantã,28.62037037037037,0.5914443795270611,10.521296296296297,-0.8137019230216542,205
959,820,196,1495,Guararapes,30.0,1.092407204248081,10.366666666666667,-1.1611216790481842,206
131,262,184,84,Guararema,26.083333333333332,-1.1619255069965122,12.633333333333333,1.4603895127055402,207
495,50,28,3172,Guaratinguetá,27.833333333333332,-0.5983423291853649,12.991666666666667,0.7859173369697086,208
24,4,11,7,Guareí,26.922222222222224,-0.738953485669559,10.822037037037038,-0.7486700626395373,209
210,1207,51,48,Guariba,28.833333333333332,0.17018018601165597,11.25,-0.17996441992027898,210
1495,176,2209,399,Guarujá,27.333333333333332,1.092407204248081,12.516666666666666,2.8880614526341697,211
1860,1066,1025,285,Guarulhos,25.166666666666668,-1.5718041817682573,12.25,1.2958841039894835,212
332,167,35,80,Guatapará,29.4125,0.3597490730935901,11.30875,0.20885586396645742,213
53,89,26,12,Guzolândia,29.583333333333332,0.8874678668622096,10.491666666666667,-1.0189420043721633,214
549,243,114,493,Herculândia,28.63888888888889,0.5459023045524215,10.299999999999999,-0.5015333260057098,215
39,146,101,23,Holambra,27.694444444444443,-0.5214900776656628,11.401388888888889,0.47805721494394593,216
1131,1143,511,1067,Hortolândia,27.666666666666668,-0.4958726604924281,11.216666666666667,-0.01780908847159234,217
319,186,3,22,Iacanga,29.13888888888889,0.8020764762847625,10.396296296296297,-0.7647419799514006,218
416,351,27,218,Iacri,28.861111111111114,0.5971371388988889,10.255555555555555,-0.5583268599672044,219
3,252,31,7,Iaras,27.25,-0.40364995866878645,10.497222222222222,-0.29472652647695335,220
179,1407,5,26,Ibaté,27.25,-1.264395175689449,10.891666666666666,-0.060110479284294076,221
78,841,21,622,Ibirá,29.381944444444443,0.900276575448828,10.622222222222224,-0.838181894556784,222
317,14,62,26,Ibirarema,28.166666666666664,0.17018018601165816,10.524999999999999,-0.13942558705810681,223
1317,518,90,77,Ibitinga,29.166666666666668,0.682528529476338,10.35,-0.8603117888245378,224
19,15,15,17,Ibiúna,24.25,-2.03291769088647,11.783333333333333,0.2747755313162486,225
66,198,156,16,Icém,29.444444444444446,0.665450251360846,10.849691358024693,-0.44373883320811136,226
1828,117,5,294,Iepê,29.0,0.6312936951298685,10.55,-0.18623129263327057,227
160,45,5,10,Igaraçu do Tietê,28.75,0.27264985470459285,10.450000000000001,-0.30216843782363195,228
377,77,4,37,Igarapava,29.5,0.8874678668622096,12.191666666666668,1.4874154012803202,229
3,6,6,5,Igaratá,26.2,-1.3668648443823836,12.418333333333333,1.2173915232592503,230
35,9,19,45,Iguape,26.916666666666668,0.6312936951298685,12.950000000000001,4.500214458051517,231
333,525,947,379,Ilhabela,27.583333333333332,0.9387027012086769,11.983333333333334,0.04799307501482835,232
126,6,2,32,Ilha Comprida,25.875,0.17018018601165597,13.283333333333335,5.187024539441052,233
266,65,589,208,Ilha Solteira,29.833333333333332,1.3485813759804222,10.575000000000001,-1.1998979539598247,234
800,1551,102,267,Indaiatuba,27.333333333333332,-0.5983423291853649,11.174999999999999,-0.15176349271180983,235
594,238,4,74,Indiana,29.4375,0.7017415923562635,10.420833333333334,-0.25883888820645784,236
18,12,474,165,Indiaporã,29.541666666666668,0.7721894895826564,10.739583333333332,-0.7216572300495762,237
298,268,1,370,Inúbia Paulista,29.625,0.8874678668622096,10.441666666666666,-0.8767623296961424,238
198,29,21,19,Ipaussu,27.916666666666668,0.016475682972251795,10.633333333333333,-0.12238752686965762,239
31,28,447,1439,Iperó,27.583333333333332,-0.6495771635318323,10.883333333333333,-0.8274107070813265,240
34,53,18,101,Ipeúna,27.75,-0.6495771635318323,10.86875,-0.20317143293557668,241
26,45,287,88,Ipiguá,29.208333333333336,0.45197177491722956,10.754166666666666,-0.5800650746903998,242
1,0,1,93,Iporanga,24.922916666666666,-1.2317329687935747,12.273854166666668,2.035541547929049,243
63,93,3,7,Ipuã,30.083333333333332,0.9899375355551464,11.791666666666666,1.1325537339071117,244
20,87,459,128,Iracemápolis,27.666666666666668,-0.5983423291853649,10.858333333333334,-0.1341379132065181,245
194,54,22,111,Irapuã,29.5,1.3229639588071895,10.558333333333334,-0.9120134887067259,246
522,152,263,40,Irapuru,30.203055555555558,1.0766951883818305,10.324166666666667,-1.0438959081562122,247
9,8,22,1,Itaberá,26.416666666666668,-0.9569861696106406,10.858333333333334,-0.12121248823597257,248
38,4,159,23,Itaí,27.166666666666668,-0.39340299179949123,10.6,-0.25046673794144586,249
68,1257,103,182,Itajobi,29.5,1.2461117072874852,10.541666666666666,-0.9084883728056687,250
94,18,2,8,Itaju,28.99444444444444,0.5629805826679114,10.457037037037038,-0.6593018465552989,251
172,98,989,111,Itanhaém,27.583333333333332,1.194876872941018,12.533333333333333,2.4720977763092824,252
1,1,0,0,Itaoca,24.04479166666667,-1.9397343359188308,11.95359375,1.2609120166543992,253
51,46,86,17,Itapecerica da Serra,24.583333333333332,-1.6742738504611943,12.4,1.5461673329646246,254
570,69,1633,35,Itapetininga,26.166666666666668,-1.1106906726500447,10.941666666666668,-0.7087318050790306,255
16,639,379,66,Itapeva,25.583333333333332,-1.3156300100359164,10.908333333333333,-0.02485932027371063,256
38,65,17,16,Itapevi,25.083333333333332,-1.4693345130753206,12.016666666666666,0.8282187277824102,257
153,124,9,38,Itapira,27.666666666666668,-0.5983423291853649,11.641666666666666,0.917521663942554,258
0,1,1,0,Itapirapuã Paulista,23.166666666666668,-2.647735703044087,11.633333333333333,0.4862824853797493,259
4472,293,147,1670,Itápolis,29.166666666666668,0.682528529476338,10.4,-0.8767623296961444,260
12,473,156,13,Itaporanga,27.75,-0.1372288200671524,10.858333333333334,-0.07303590425483959,261
16,148,3,21,Itapuí,28.833333333333332,0.5288240264369338,10.466666666666667,-0.5160254691545068,262
27,33,65,22,Itapura,29.833333333333332,1.109485482363571,10.541666666666666,-1.3436443468140928,263
196,365,144,43,Itaquaquecetuba,25.0,-1.7255086848076615,12.391666666666666,1.6378203463921424,264
458,67,532,38,Itararé,25.916666666666668,-1.52056934742179,11.133333333333333,0.03859276594533997,265
11,4,8,277,Itariri,27.083333333333336,0.7849981981692727,12.745833333333334,3.4091910866739625,266
89,263,75,32,Itatiba,26.166666666666668,-1.1619255069965122,11.458333333333334,0.8834455435656555,267
24,4,1,5,Itatinga,25.666666666666668,-1.3156300100359164,10.616666666666667,-0.521900662322936,268
5,82,11,25,Itirapina,26.833333333333332,-1.264395175689449,10.924999999999999,-0.15058845407812277,269
18,267,0,3,Itirapuã,27.555555555555557,-0.6324988854163446,11.75,0.9821487887952896,270
5,16,10,191,Itobi,27.694444444444443,-0.7691251103402568,11.527777777777779,0.49724951262748707,271
1273,504,403,104,Itu,27.333333333333332,-0.5983423291853649,11.225,-0.4090969534890713,272
