"","mean","se_mean","sd","2.5%","25%","50%","75%","97.5%","n_eff","Rhat","sample_mean"
"W_pred[4,1,1]",413.844965388365,2.06113717189567,129.349755898742,187.77561287095,318.899644048767,404.910103030286,499.673611442955,686.825102682939,3938.37835135905,1.00006077894446,398.017473069893
"W_pred[4,1,2]",875.757999337486,1.00816508884862,62.9324803680586,751.046691893193,833.598527085794,877.241732951567,918.831528796267,996.348017042265,3896.60505087995,0.999871878688777,933.734374356647
"W_pred[4,1,3]",1179.19318043545,0.828349369004137,52.7071166647338,1074.36358122055,1143.61787304569,1179.39378587006,1215.59877903383,1280.42731626003,4048.66111157682,1.00002315256547,1194.30750839235
"W_pred[4,1,4]",1097.65601403022,0.725302503580306,44.6034619919653,1011.97464608667,1067.06741164511,1096.19218792924,1127.533256337,1187.40386945608,3781.80197493976,0.999662415408433,1083.03866757868
"W_pred[4,2,1]",24.3426278985238,0.131845276223042,8.22686513579522,10.4371422847166,18.4670032307399,23.6307355408921,29.2863343030538,42.8036394542473,3893.4948714254,0.999890365639279,29.7042483349216
"W_pred[4,2,2]",51.4855961908058,0.111785289506847,7.18693824538523,37.8101667504744,46.5346809417196,51.2165310251328,56.1458382911369,66.4433215707379,4133.50544901471,0.999933658544185,65.3717206601289
"W_pred[4,2,3]",69.307278147258,0.135478716364725,8.6679005712785,53.1862371380651,63.2522310163578,69.034231975359,74.9544767167216,86.5822264004381,4093.41423567956,0.999817428406817,84.4463111907741
"W_pred[4,2,4]",64.3819010642586,0.127799173796272,7.92783197164871,49.405692397712,58.8708779230466,64.1175199864575,69.6164075391,80.3160238494032,3848.15699002177,0.999926318810561,49.7057907004469
"W_pred[4,3,1]",157.775147799262,0.79629570254663,49.7947382700504,70.0938363560854,122.100644294144,154.414098680024,190.914153374654,261.735668078936,3910.3728068764,1.00010027534844,122.56667013077
"W_pred[4,3,2]",334.517730111744,0.424872502894449,26.8575780750519,282.411162326394,316.289485327763,334.937804971556,352.596514375269,387.466213570443,3995.91685957321,1.00016028321577,366.885265684469
"W_pred[4,3,3]",449.621981568008,0.418224969036445,25.3095943375375,400.094333381093,432.753111516274,449.957174192516,466.505011744148,498.64916639062,3662.27079189548,0.999833485231913,446.501961867705
"W_pred[4,3,4]",418.47615839871,0.369465744047493,23.2757470962137,373.18483485598,402.627001396377,418.495337349344,433.981643386174,463.979437700747,3968.7971634183,0.999514649532849,398.296298739382
"W_pred[4,4,1]",2.8751010899291,0.0222532639184791,1.40187885111651,0.849559956607764,1.82652176723078,2.65778806729438,3.68451140063908,6.15576867614643,3968.56530065168,1.00012071001965,4.24105183298182
"W_pred[4,4,2]",6.08034221760859,0.0336563435985668,2.16597351100848,2.36528699143556,4.52159758368025,5.94854978404244,7.40571837116387,10.8586587099752,4141.64066965392,0.999706420604231,5.03973919689759
"W_pred[4,4,3]",8.19962038608627,0.0467316861360478,2.88891325691898,3.23288534094416,6.14663232173908,7.97336213063886,10.0141021680225,14.423354358138,3821.60768220565,0.999613016600122,5.24766921001686
"W_pred[4,4,4]",7.63437712554585,0.0427125791858429,2.69718551089001,2.98534460935535,5.70987535205135,7.54463322624885,9.30776935175721,13.4672590208279,3987.58581212418,1.00003485293385,2.23963037041512
"W_pred[4,5,1]",2.57721709699667,0.020851642183905,1.28619074012779,0.697922213507838,1.6334521194263,2.36904347499825,3.24864711787373,5.68846537999216,3804.78595317849,0.999910502182495,4.63444612067106
"W_pred[4,5,2]",5.4613448766708,0.0330453253214583,2.07703248474634,1.87281711110523,3.9506182522774,5.25065155959373,6.74974745270727,10.0245806930625,3950.63142917186,1.00025035286579,4.1722392793609
"W_pred[4,5,3]",7.33518838183312,0.0463209623170414,2.77029697694821,2.49777000829243,5.28252906763712,7.15189586578283,9.08458165979034,13.5556023753128,3576.82349542794,0.999825726004086,8.19841592707624
"W_pred[4,5,4]",6.8671678400112,0.039705733218384,2.57451582881327,2.28631740881718,5.18620052782422,6.76853964278533,8.44631252104828,12.366645260755,4204.21281982774,1.00001565906619,8.28020812399352
"W_pred[4,6,1]",6.30117048768102,0.0400597657205219,2.54446023080502,2.34364282916327,4.47652602096947,5.94804479072639,7.76857563238307,12.2532662414623,4034.35884163379,0.999711741596844,7.98501691324837
"W_pred[4,6,2]",13.3055432753968,0.0521084264908644,3.28852933156668,7.37069409556756,10.95666446885,13.0869416460891,15.3981093642499,20.3603927381511,3982.79104134641,0.999771363256054,8.75830511013106
"W_pred[4,6,3]",17.9344371543946,0.0674434353872581,4.27319729497858,10.1848933134925,14.8442809548713,17.793049980665,20.7839746482838,26.7668092383255,4014.45433080121,0.999571336453595,11.8895920122765
"W_pred[4,6,4]",16.6712596173529,0.0670966106775568,4.04971697853452,9.27147225050022,13.8340850135104,16.456923911165,19.2718658557379,25.2303095335354,3642.90780500466,0.999721709623212,22.4897931668272
"W_pred[4,7,1]",4.25027092044736,0.0308443063561287,1.8776057774951,1.46777757396358,2.87035123936992,3.96666224191563,5.28997593993986,8.70072261812618,3705.60232168424,0.999790789421821,4.6655840594806
"W_pred[4,7,2]",8.93765964937365,0.0437350403318819,2.68000521762097,4.28094190581635,7.0070788356483,8.73810354675941,10.6429134910931,14.5920868197291,3755.01967038041,0.999631326751788,3.58570877475941
"W_pred[4,7,3]",12.0744246097689,0.0555202830544453,3.61684881403658,5.55133779982098,9.58942932641188,11.8405990438707,14.3944754885603,19.8116615924609,4243.82403098403,0.999627722400983,9.34902783419968
"W_pred[4,7,4]",11.1454778154143,0.0520517719836075,3.3006506093477,5.30852013791597,8.82406422574615,10.920649651129,13.2163917703443,18.0451413086629,4020.94443471986,1.00035428605581,13.0428204080687
"W_pred[4,8,1]",223.42331310898,1.1198466010667,70.0192394921523,100.423663912769,173.382335590255,218.970053559814,271.048858305695,371.279216534645,3909.46839414473,1.00015369478208,170.133133364097
"W_pred[4,8,2]",473.265152956026,0.577016042769287,36.1542216249033,403.367933848047,448.954234490427,473.355320291391,497.729414859773,543.650197912374,3925.92732445348,1.0003985432527,502.800313258779
"W_pred[4,8,3]",637.31964621625,0.523059711555355,33.4484592914018,572.781208235034,614.25838117129,637.250785529035,659.701622837239,703.772962879525,4089.30681313536,0.999833994972506,635.118124496146
"W_pred[4,8,4]",591.98066758875,0.465284267288924,29.5459257828692,535.679683926777,571.533582780542,591.335943809252,611.376447663191,652.009431105114,4032.35230557562,1.00000607518205,580.455165672416
"W_pred[4,9,1]",8.68670423678942,0.0524737969473343,3.2496410774293,3.54068998097163,6.3762072760301,8.29067139020349,10.6741418528869,16.1149067225614,3835.18052055624,1.00001041696977,9.74315979853308
"W_pred[4,9,2]",18.4400286229089,0.0609289883378502,3.937992084802,11.3916566387979,15.6261416193369,18.3037437612417,21.0036430370306,26.521537302835,4177.35845670636,1.00001576277498,17.4268186177644
"W_pred[4,9,3]",24.8956377640825,0.078590421444342,5.08050093958307,15.4603918248542,21.3277929550529,24.6568830691277,28.299763494739,35.2826449011201,4179.01410170648,0.999874978166111,25.4051008887571
"W_pred[4,9,4]",23.0788646836906,0.0755516950735513,4.75304523588877,14.4071967334905,19.7189046829348,22.8533308870284,26.1960047435551,32.9394676331702,3957.81481669778,1.00066784013144,37.0546300980708
"W_pred[4,10,1]",76.3281288918082,0.388795387283123,24.3120304410727,33.7974567649902,58.6150473501354,74.7325693995327,91.7675030813368,128.967001800211,3910.2115498188,0.9999440624665,79.8141152941195
"W_pred[4,10,2]",161.381964461204,0.230682806690597,15.1566492516477,132.661954469923,151.087804528104,161.341901944887,171.399565280212,192.245698461525,4316.93935234573,0.999742074657424,172.935966252444
"W_pred[4,10,3]",217.394422010197,0.261307298465507,16.7127685798089,185.16547658618,206.249711656222,217.091853333981,228.451851117345,251.392567339039,4090.66315610021,0.999746122298247,219.546839320873
"W_pred[4,10,4]",202.265811008513,0.247679453212261,14.7430437657143,174.16485131757,192.3307833288,201.585987783985,212.160559586203,231.887586253625,3543.18924538186,0.999688264091814,192.072493816307
"W_pred[4,11,1]",6.96859173175199,0.0431746236793962,2.68325334646985,2.60944023776336,4.99989966627435,6.66157239780199,8.58915454740057,12.9412229680824,3862.47994674479,1.00019282743747,11.2903874985896
"W_pred[4,11,2]",14.7405201768429,0.057383490927389,3.58315582276329,8.33590210444632,12.2361145777471,14.4924057174778,16.9830154288876,22.3796675389766,3899.03792875769,0.999799213725056,16.1945045272087
"W_pred[4,11,3]",19.8737176404469,0.0721527877116643,4.61261824721697,11.3824942941104,16.6521368839307,19.6734213591985,22.916617656894,29.3203187658543,4086.85091137293,0.999510524184966,26.9649368602097
"W_pred[4,11,4]",18.43314029579,0.0688820592356336,4.23266323882307,10.6153583159925,15.5216399781566,18.194063423404,21.1387447113962,27.1931961228364,3775.85396160303,1.00003992283046,17.1776631113037
"W_pred[4,12,1]",7.13019602771038,0.0446255327173948,2.75806107645292,2.83927799071165,5.15167964854062,6.78203217852655,8.74274521185696,13.4440937062366,3819.80270080674,0.999815752709422,9.26429805377424
"W_pred[4,12,2]",15.2335088216699,0.0576696735991315,3.48817866280679,9.04173736849894,12.7544208374854,15.0874206398673,17.4769328534898,22.6181064669949,3658.49491382658,1.00268048696626,19.1403350703774
"W_pred[4,12,3]",20.3382740279938,0.0721692351850069,4.50632657391149,12.177286829833,17.2025063198616,20.0909008250159,23.2567716625161,29.8103896648809,3898.89121631388,1.00008591796537,21.6667723568701
"W_pred[4,12,4]",18.9406475956394,0.0693972723230338,4.3190779770151,10.9679753886806,15.9959875036376,18.6659543238065,21.742980762565,27.6008583623199,3873.44406038847,0.999878115736277,21.6260880369832
"W_pred[4,13,1]",42.8538045317833,0.223185701509408,13.906994281984,18.7197122097502,32.7099518775414,41.7374761472844,51.6805285987792,72.5694091992691,3882.69982723534,1.00017244090815,24.8065901572773
"W_pred[4,13,2]",90.6527868126484,0.164919334807109,10.176569657676,71.7881078600671,83.8153238066512,90.4074686943981,97.1505458202506,111.772432955064,3807.67322795103,0.999530238350606,90.8378404377761
"W_pred[4,13,3]",122.149949440635,0.194051657513376,12.1839876634029,98.8699366162041,113.911095808685,122.012902500265,130.194358077482,146.932009149949,3942.25023611631,0.999645677887044,119.520927101219
"W_pred[4,13,4]",113.624235478023,0.177039356558323,10.8783818580093,92.7747386913723,106.05008596443,113.571574573203,120.936162319697,135.840924071576,3775.62587838305,0.999814388551619,106.342973285646
"W_pred[4,14,1]",3.19678383557542,0.0251006351272184,1.50834015986649,0.945977202570702,2.09346112799842,2.96023109228254,4.04534086221891,6.74914513261172,3611.01396018502,1.00041447189855,3.31890310734657
"W_pred[4,14,2]",6.76527497183453,0.0376497496845406,2.34336100041101,2.86135708191706,5.06733594482813,6.54545022265027,8.18741386004198,11.8797898743612,3873.95176949137,1.00023441205887,4.962721270806
"W_pred[4,14,3]",9.04407940096667,0.0474926163434989,3.01336186695496,3.95268130358635,6.8637942687727,8.84262110814805,10.9214627179955,15.7209387623198,4025.78322295107,0.999768667230586,5.81402905310963
"W_pred[4,14,4]",8.35080521982749,0.0504873015633814,2.87796337794364,3.21843495897874,6.24150370642415,8.19171775076996,10.1319317007881,14.3585571041877,3249.42268491464,0.999521815386834,12.1168197482124
"W_pred[4,15,1]",44.522104938638,0.233043312574479,14.6658688188028,19.6034851906782,34.0211669606499,43.209575920987,53.7704796589553,75.7225752734038,3960.42964166714,1.00002588333454,44.8772464551618
"W_pred[4,15,2]",93.8525380658616,0.167366979522205,10.4477481123485,74.0788739000252,86.8180242831608,93.523037559923,100.809374248266,114.953292076514,3896.77948442136,1.00114921759471,94.3416343796206
"W_pred[4,15,3]",126.819945534344,0.190882327018809,11.9995506612965,104.650598630804,118.373444559211,126.571514377159,134.900552468065,151.41352793244,3951.83247403514,0.999518122980309,122.426869714242
"W_pred[4,15,4]",117.773813815958,0.174367376508832,11.0930860992432,96.0432515009694,110.246114954947,117.687854907288,124.909678392356,140.015292451844,4047.38297909065,1.00042217906419,105.894693463569
"W_pred[4,16,1]",231.937357004662,1.1621725859238,72.8061538010191,103.936395989204,179.47674553253,226.507767133134,279.755306413558,389.097270738049,3924.59570236084,1.00011531856551,176.821712248199
"W_pred[4,16,2]",490.573534717603,0.56808651980967,36.9660755181629,418.551430131825,465.868427023839,491.486794195049,515.001518581224,561.302766929,4234.26197899778,1.00048603563863,437.547766932248
"W_pred[4,16,3]",660.567237991535,0.580512469054866,34.0418290271002,595.196148480715,637.215998323701,660.588053701748,683.630232816251,727.733345265239,3438.76634142428,0.999598716836572,677.167215477047
"W_pred[4,16,4]",613.347567829845,0.48745110989221,29.9398538216904,556.273531879708,592.883592681155,612.813801426743,633.254684724644,675.356446190657,3772.56928076853,0.99990738323443,579.222418929873
"W_pred[4,17,1]",27.9308961378074,0.150494530796215,9.33283106937932,12.0973366638161,21.2477887017852,27.2203321329,33.6079340943025,48.3015872517953,3845.78831173755,1.0003601271407,31.1374517129731
"W_pred[4,17,2]",59.0163328257222,0.12126510976972,7.64172470706832,44.8866990093147,53.8238942377264,58.6425636795084,63.9370339487869,74.6363422514422,3971.10205128842,1.00006771307514,56.8318971729855
"W_pred[4,17,3]",79.5613999611306,0.154476416783978,9.48872785170317,62.1861544911684,72.8990601629566,79.1887632306116,85.8982193311988,98.9265504922871,3773.04171957741,0.999927523548009,80.6553048344449
"W_pred[4,17,4]",74.1310557657116,0.143723939537402,8.70039071432349,57.4490187501564,68.0519286631282,73.9146928355229,80.0028920796989,91.950109028012,3664.53848167249,1.0000472116665,80.1654834919031
"W_pred[4,18,1]",12.65825228546,0.0732517029449048,4.53769204612956,5.26177381423636,9.36110128590007,12.1675484484099,15.4515662294926,23.0895056894787,3837.37804560515,1.00027432792623,10.0787077052971
"W_pred[4,18,2]",26.6780589530938,0.0806181067670096,4.83864418972797,17.8685043783255,23.2927926309138,26.4891617592821,29.6282571901116,36.7992774710997,3602.3191334235,1.00014257739549,26.1035779380743
"W_pred[4,18,3]",36.1942141531178,0.0990543702974404,6.2448360220129,24.3405381671277,31.9522463277139,36.0145527566668,40.1988468330576,48.7808734389263,3974.612511091,0.99955675980436,45.6229507952077
"W_pred[4,18,4]",33.537706721209,0.0901299747332964,5.72519791118753,22.9822537631811,29.5848736294314,33.3659473772954,37.1041485467927,45.3413353332027,4034.99043609765,0.99961488813918,31.1327460709745
"W_pred[4,19,1]",456.291197736234,2.30073136801253,143.236745290446,203.883826250632,352.867484302437,447.865578454441,551.435376705518,753.484623547229,3875.94013807934,1.00008022775487,424.922523285624
"W_pred[4,19,2]",964.642149332687,1.10612958732612,68.7810284472096,831.404327855305,918.954036815017,965.953465840493,1010.90594365122,1097.36938978378,3866.56497146607,1.00010114627916,878.267868943856
"W_pred[4,19,3]",1300.2565625186,0.920014966720594,57.0336016323022,1186.84817460138,1261.65855317659,1301.04631959361,1339.08655544438,1410.90664681798,3843.01262106144,0.999750418921953,1285.05878814068
"W_pred[4,19,4]",1208.94063768066,0.762250747202752,47.9891962123634,1116.37514429635,1176.95929010911,1208.49307139025,1241.16675382348,1305.46064199336,3963.61290888901,0.999935589330575,1099.47062804503
"W_pred[4,20,1]",297.841647090144,1.49413753545986,93.3397017683244,132.746179905415,230.551737205174,291.696034348668,361.346230573652,493.139330796193,3902.57866111549,1.00012841435671,181.5834958016
"W_pred[4,20,2]",630.464920617187,0.738987654668797,46.8386967372649,539.566848688752,599.923777209658,630.93779727265,661.854771733337,720.903789402591,4017.30900818381,1.00011822559959,563.781678943527
"W_pred[4,20,3]",850.186727583721,0.645468503110219,40.7708171240209,770.401341668589,823.029439826936,850.179550114109,877.807153690026,930.216346136266,3989.77791019526,0.999564645185636,791.442366343475
"W_pred[4,20,4]",789.916314455031,0.578400289671217,36.2618403225485,720.881868885806,764.902047861205,790.052726631053,813.908704686617,863.066093956401,3930.45364601993,1.0000197531986,847.050013696824
"W_pred[4,21,1]",56.6796171554244,0.287258872148878,18.2158373765681,25.2146201948543,43.347202536907,55.2353671185165,68.8268668193872,94.7822182667977,4021.16023193654,0.999928938996316,81.1098407182431
"W_pred[4,21,2]",119.59445946552,0.200035703472548,12.3368633018931,96.5922570690375,110.824138754717,119.189402030716,127.807118522819,145.637155627961,3803.59676589801,1.00023297486186,113.460964998499
"W_pred[4,21,3]",161.403755135413,0.22839001414004,14.0333385158479,135.5815772901,151.75483160031,160.937938375555,170.477488638086,189.506028435797,3775.44180325171,1.00024982758275,155.068373039798
"W_pred[4,21,4]",150.397511766831,0.200947497778862,12.6839740833575,125.746239272873,141.921088106644,150.012932953389,158.803142712688,176.12001122795,3984.23995709529,1.00000503178848,171.883110528637
"W_pred[4,22,1]",50.8017937413476,0.262898642353355,16.3540307213918,22.7168259891515,38.98104943521,49.8015941504978,61.3687977090767,85.9238562992475,3869.66110058401,1.00006282000869,61.7615254229307
"W_pred[4,22,2]",107.512527645385,0.189111479588137,11.4661143756838,85.8389790358086,99.8034069050828,107.282704172586,114.94474583909,131.226981792954,3676.1798829966,1.00016898459712,115.860314634409
"W_pred[4,22,3]",145.108858723867,0.207858358749159,13.0364339485057,120.259527997697,136.210163043595,144.869759825362,153.732396864723,171.369752547851,3933.5314744518,0.999934595964389,123.375431103311
"W_pred[4,22,4]",134.481970100079,0.200800296164146,11.9992039776663,111.957364878654,126.367470130206,134.357061483544,142.204844123921,159.107702349856,3570.88754984231,1.00077106019389,123.400969248478
"W_pred[4,23,1]",9.29930801661684,0.0528009482963943,3.46564484276715,3.75045817312904,6.82134810468989,8.8865538782167,11.3505861526597,17.213052801021,4308.08897205981,1.00028974744794,11.1305478962707
"W_pred[4,23,2]",19.7087130299821,0.0660668785802646,4.16956884028026,11.9725158606332,16.8508890776946,19.5540131808488,22.412132202856,28.1893827879033,3983.04047899923,0.999949663663288,15.0742247253628
"W_pred[4,23,3]",26.526116327997,0.0811923724003685,5.1792440180423,17.2982758033751,22.9573496138497,26.2321613846713,29.7108649750762,37.6395629522056,4069.13673160095,0.999946061938172,28.6842508214003
"W_pred[4,23,4]",24.6582823315554,0.0770913109434881,4.96463986926374,15.630378492732,21.2235800257974,24.4749009065488,27.9045113111888,34.8790417780164,4147.29224234222,1.00022124119223,13.6930622798638
"W_pred[4,24,1]",606.635547153351,3.03724125946397,189.650014404205,270.585083822355,470.782041923142,593.979737546627,733.125578661325,1000.570997403,3898.94562200975,1.00008099209485,802.406889159926
"W_pred[4,24,2]",1281.87823931017,1.39555992375793,89.0874184946993,1099.29267354228,1225.08597777073,1281.99703704972,1343.75353771256,1453.24458362866,4075.07653997204,1.00021730931625,1264.23750648704
"W_pred[4,24,3]",1728.83581591369,1.12428836672164,71.1136778424364,1585.83611694743,1681.61489449681,1730.20615339391,1776.53064636435,1860.71558776559,4000.83689061115,0.999578296138107,1778.504767417
"W_pred[4,24,4]",1607.76926500705,0.983076389649122,60.8243340963468,1487.87494548463,1566.61997502455,1607.55916720558,1649.60240853547,1728.01839147387,3828.07285201077,0.999866801879672,1544.29034736505
"W_pred[4,25,1]",6.9045207710855,0.0449274805840469,2.73096317892705,2.65785963974191,4.88480993523803,6.59456611774327,8.54267136988555,13.127343752879,3694.94143320501,0.999909918155615,5.84894623295714
"W_pred[4,25,2]",14.5918249711989,0.0548311658766277,3.4616386834387,8.36691525260752,12.2130951218257,14.3840692316243,16.8280401836385,21.7181347774705,3985.73582312069,1.00045157440915,26.8793990385578
"W_pred[4,25,3]",19.7515278412715,0.0714777020205767,4.54969840576507,11.6794235022418,16.6010006303328,19.4530903171535,22.7795936275915,29.186289717512,4051.57659952536,0.999840079824534,17.0245530736365
"W_pred[4,25,4]",18.2211615777013,0.0678747915783267,4.23183641128964,10.5938556069513,15.213316050806,17.9830495451542,20.9161054005676,27.0389395046536,3887.23435124246,1.00017910573094,20.8012522027483
"W_pred[4,26,1]",11.0466284302957,0.0627317065523483,4.00850568742954,4.55361707323571,8.16553144716173,10.6590285910213,13.3952999854493,20.3195552566561,4083.10740229214,1.00111760893666,16.560538116859
"W_pred[4,26,2]",23.3155668396883,0.0741818678536076,4.55186332516066,15.292794142646,20.0847602464024,23.1216038535852,26.1909225042152,32.7243407681664,3765.15533392197,1.00073807968215,25.1262597164027
"W_pred[4,26,3]",31.374842325967,0.0940095241562002,5.87048063846624,20.7683551844473,27.2798603841782,31.0715663922915,35.0845542592498,43.6798124852857,3899.45229088493,0.999519196017039,28.1591343728571
"W_pred[4,26,4]",29.2440836536471,0.0881317267481625,5.4168722169844,19.1498651778971,25.5537796247352,28.9954509731654,32.7558268396592,40.368211340951,3777.74485743148,1.00057863824888,24.8448624399059
"W_pred[4,27,1]",36.6833865426745,0.190867332488928,12.0029942589625,16.3919116353289,27.7975927797471,35.8368368736323,44.5841026626995,62.8276952034812,3954.72226369724,1.0000753302995,27.9848144462749
"W_pred[4,27,2]",77.7769600301477,0.143602616191256,9.22359072015816,60.3108799331652,71.405035504911,77.5021248575468,83.6830515341217,96.4330956040834,4125.48814294748,0.999687925479375,67.2276579660143
"W_pred[4,27,3]",104.435506090747,0.175717977660265,11.0910936618202,83.8454728473214,96.6095116330723,104.24073986711,111.663098949124,127.034509717573,3983.97269296664,0.999763639048971,79.8773668140669
"W_pred[4,27,4]",97.1761937318245,0.157897281164437,10.1132390530802,78.1945178178565,90.2749733227764,96.9029929212043,103.930278779532,117.792410529204,4102.33613253416,0.999670950513921,93.5960450379801
"W_pred[4,28,1]",78.3102379559407,0.400732910099412,25.0198075647388,34.8666684078876,59.9063324399268,75.9535784353106,95.152830387257,129.859606181956,3898.14428255823,0.999998705549503,83.3447096961279
"W_pred[4,28,2]",165.620498223043,0.260661709523984,15.6679042333688,136.046493492891,155.084216612867,165.495317408499,175.695682351783,197.613873850894,3612.99481480507,0.999759009209518,175.306816213316
"W_pred[4,28,3]",223.471836515888,0.268756249474879,16.7748446758607,190.476232759826,211.975920873979,223.477105171442,234.852184164473,255.899210154277,3895.82886900644,0.999825302152366,251.03074364516
"W_pred[4,28,4]",207.392015215273,0.245534309712174,15.2002058248124,177.809204226276,197.094893588447,207.304778386633,217.52351054466,237.551367671169,3832.43293626362,0.999548601713416,210.630657934249
